business_id|cuisine
QjXjUpyYlopIN_JK6A_s-w|Chinese
1UtavhY5umBJPJkP2jJGMw|Chinese
kHlYnhMOoMBbe3VCZflpKQ|Chinese
x3_DaW2lWCNovheuZV_nAw|Chinese
XF9MChLaOvtaFV-bReLBqQ|Chinese
8_dWO1Y6o8fZk_FosHhg-A|Chinese
GVaTZnN7a-DkrK57l7BbGw|Chinese
w0pDi_iMZd5MqYQ7t5q1dQ|Chinese
7wrFd9tnIBMClzDnrWdSNw|Chinese
NcylbnlvsEINl1qngDz8fQ|Chinese
bSi2f2TaOr4RVTI5eFt0wQ|Chinese
j0Q-yyxS2WiL3foCJEV4eg|Chinese
omOPvWNdukvWOC0peXPyng|Chinese
dP6SmZ5E5Nj64-3zZMjGSg|Chinese
RwEs6AvU5Cxp_ENodsgxHw|Chinese
ogCC-lJJYnwXDvKGmKZ6Sw|Chinese
eX0Crp7qCYk0wRTTuMdFJg|Chinese
Yb6PQ_4YQpJ0SVZ1tetkbg|Chinese
Wq9cARVEwOmoqfg41mNRNg|Chinese
jfnDwWBGK4JoWE5jbeKxSw|Chinese
U0deo-JRQmHrru0uSf6QWA|Chinese
_CcEaSKTpzZIczrRzCRAPQ|Chinese
4WyXnioHqTIcaFFN_TS1Vw|Chinese
coQAQmIKG9dBPA6-RHqJag|Chinese
LIsCe_l7kUlv2cUs6AxNQQ|Chinese
hXqrA_Z3jZ8Q1O6ZehWSwQ|Chinese
3K7Kc82bhU6-qjAjsBs3Fw|Chinese
qvX5If0CwM1RGzP3ie4SKA|Chinese
Nukulm8uVSjn0zMWk_u4IA|Chinese
XOnspIaW6mYVmrvgqOaYSQ|Chinese
PKkCtyZQpVEzivSF41ZgIw|Chinese
mEi57As_Gwyt1F73V2x__A|Chinese
RYKGs45OjF-vlb2Ds2Jb_g|Chinese
VvsZAnEwU4c8Xkyrzx05Nw|Chinese
Up2LI3M1Uz3qJncRo0WgVw|Chinese
HFn1sPqKSzvxaMk2n2ZtJw|Chinese
LhBZsjkb6aKdLIq9w9_J2w|Chinese
Gp3K-AFm3Ap8WG5R0nF7DQ|Chinese
AILf_L7I9vJ2pyHmSo9v8Q|Chinese
br6HJD_UZ_LSU36tBZGSuw|Chinese
dxHn9Zk17fiY-9CvydZdgg|Chinese
aoYDuvipcT_XGAM5ckFJnA|Chinese
xe9qWNyYmsRvNGRPgW-ZcA|Chinese
0iqdoMOtNv6pq0lo5J4TBA|Chinese
BTWWgZrMo_pS_BK-TYO92g|Chinese
r2JVKalbucGf2nryywuL2w|Chinese
LYp3izplqg0x-h9CBlb-MQ|Chinese
zuD-iB7hV_dnf_JzBk_DCQ|Chinese
rGuXwUtNoDp0_GmspjYwcA|Chinese
6zM0c7vvoddgza_qvKkATw|Chinese
vQcK7BH6maW9dAZWJOuW3Q|Chinese
UFeM5FPHjl1y8RQ4tvBSog|Chinese
gvAzBcK3YZf6UQqOerqF2w|Chinese
FK5RnNOUxxIImPVcAHGM4w|Chinese
-FSwYW_xV__5KHTIc56B0Q|Chinese
bZQryeTD6hIsT6lSUxzSSw|Chinese
icZcEK39HXuL2q08i4EkkQ|Chinese
8DV1myPrW7SePZOK46IjLQ|Chinese
dVR5KHPMZoU9rQvxhY5Otw|Chinese
Ms1p17KsYteDlkvHnllC2g|Chinese
klAhw3xLQi9GF1tf_HnS7w|Chinese
zrV2yUsz1SxymeH51iRBRw|Chinese
XDv71A1J3aIOu_W5sVzZ2w|Chinese
FZpm4_fbd6P984foOUejWg|Chinese
lKxmH-hQ6ezKbq4URKrd-Q|Chinese
nAcVK-Y1_ojsRF_04o-x-A|Chinese
vsFGj_fQkrTmEoLaXU3DCA|Chinese
ieOIBz6Gfqmwm1B0wUzh9g|Chinese
A0saPXtRGKl-SVJGQyQAOw|Chinese
QBhHq4eN7rtFzmDUciVL-Q|Chinese
zqyGYIiCXL1Hz8KVZxbylQ|Chinese
IPHolyNKu-W1DPJKxWvKQw|Chinese
oO_X1H5Lxo8sNykx6azLVQ|Chinese
ahWC_GUPWPMyYiSKsgBPiA|Chinese
X5HmML-G--nt4lc5VQC2uQ|Chinese
fbxOVzLvmIB13_5adb1hfQ|Chinese
toqDpg0qMq-TOxJ2n7FbPQ|Chinese
ZOpnIsm7ihoO1gq2YmGdzw|Chinese
nJh1ioLcN6XBQEstR6x9yw|Chinese
K0qsGnFv-edPDqVBdLCocQ|Chinese
7qvHljqtI4UZEXwpPp3Yug|Chinese
kxykwx5qTWBhlMh18MQ82Q|Chinese
BJn68qCExYQrPCT7CeOpzw|Chinese
gxEYxWqKVhs8xBw9Lvd7hA|Chinese
0GN6l4FAknTFSWZhEan45A|Chinese
LJntAPKObO0OfydYm3_bzQ|Chinese
VEjkxniAlG35cR3pjHvF-A|Chinese
GlZKE1IrwfezpV_ZCvQWZA|Chinese
R7mKCkD9ZZfeec92GW7esQ|Chinese
V2P3CWfUW_olSywlOlHGjQ|Chinese
tLg1gQ1tqYCT-5gGsOwHfA|Chinese
Aeiyyowii5GBL9Y-SjTxvg|Chinese
c869kkUkjPM5nSGeJqVosg|Chinese
t7BIiUN0tFg33kySuuQ0aQ|Chinese
wGFSTTB6b4MHJJUzBnVJeg|Chinese
XjeGryxde-tQZF_Ewu7NCw|Chinese
9b_FvTUgkkUUMyL0nGhFtg|Chinese
Sqp7ukA0qpGcqWbDgMSOCA|Chinese
jXL7zCeuhZnQVei5rfq7qw|Chinese
2f0EWTvp3YDtGNKEEXKKhA|Chinese
fa5a7jksUak7yleWLWMigg|Chinese
h3yz3w8ke1jIaGnqGln93A|Chinese
IregrqaJgF9jEghC5yljFw|Chinese
5TnBfeoBpxPPwIXMGBMasg|Chinese
xymropCDcEvCYGKC0AKe-w|Chinese
MXYtu8-0eNkW6L4firJfcw|Chinese
0FOE_TW-91b9wN661lZMyQ|Chinese
Mzt7J53rOihwxIt41SH7vg|Chinese
PLHPKk7wDlKDNyA1qowV4w|Chinese
PRQyJoum--REZ-yeEidyBg|Chinese
DdoubmNfPNRi9xNmcQ64ug|Chinese
2AFr9Q5cfWh_lkj2ChykDg|Chinese
MM5i395oQHBP-9XtJrsO3A|Chinese
TxaxeiUqQqcFrWrerNqgXw|Chinese
mTWlEiCUEBlxBAkIikkB1A|Chinese
WpfuHkTsiRN2EerQ8ZaG4g|Chinese
VbUy299ch56p4GYZTNDbvA|Chinese
DiNkdAL8ns1v3S3WfUGVwA|Chinese
WgQkB7cbPNgj0pLin7gQtw|Chinese
741IMLpXPq755tDaEYXAtA|Chinese
wsMThqit2caUREhOMCOyAQ|Chinese
L2ZW-MdvRJ3gM2RIq8STbA|Chinese
E1HXa-a-j7LCDMXb3QLBHQ|Chinese
_WsfOuvObbp1tH4cBE-jNw|Chinese
F89nDDlYZ7wbRe8EpLCqBw|Chinese
D6ZEcG1FCZ18nekMWrhgMg|Chinese
00mykkev3tKCjTsKV60yOA|Chinese
56rTisZA_iEekMsyZHvSHQ|Chinese
icpLRhJ1jpBX1zBGkt7Xqg|Chinese
DijUyfUGs6WoN4dp0_OANQ|Chinese
9rSBlX-8OuAQblXHiekViA|Chinese
Yj3pRPnIG05AjRfGP0Afjg|Chinese
S9DvhHSe9V7cJaLQ5m5SjA|Chinese
_XLLSXPIjgoZQtwU3RCcQA|Chinese
AybQUv47u16bwg83kqNf5w|Chinese
7lhmzhkct9-blnuBAp_HVQ|Chinese
c06A8F4Z3hP5tJ2VetxCjA|Chinese
_Ge2eC89Z-jlaDDWglfT8g|Chinese
DKXE-uRW-T3SvCsAEyvmqw|Chinese
6LfskUyZzmcDSV6h5kOwGw|Chinese
zpAfUYY5mghj9I5Lt-4MwA|Chinese
bAMTBEztHz4zQqYiIyzf4w|Chinese
O3yWGOlEtI-nILSQdzglcw|Chinese
98SsKXNs37ohAQERZbBPJg|Chinese
X1upzQ1oDfU9Jb378kUkRA|Chinese
j6nn4UtRCYbaeQ267dTCug|Chinese
majyHtjuTaFZKYpMNCLe_Q|Chinese
y8JSKjpWeQg8vzm5wovOwQ|Chinese
XoxEVVf5Ci8nibQ-Q4P0nQ|Chinese
ldE6TJ4lo1OIg0eCig3ICg|Chinese
bT4CDzyhV-frXV6ijvXnvw|Chinese
ebhDBwRzD--eoiYcO8M18g|Chinese
wSGZA3DOFSUvALZRKCM_Sw|Chinese
gl9UKHI6G-JhIBjjLFOhYA|Chinese
mQQxpyEegblKERyeuxrb5Q|Chinese
W2Dj_3C2ySoXgg1SaGVj6g|Chinese
Q99VEcN9r1Qqmvnm5I03tw|Chinese
NIGYFezOj_F_M5GskaN-2Q|Chinese
3Qpi419I29t3sCHMzC_h-g|Chinese
qd5JBbRv6iFBuqaCkCEOvQ|Chinese
8ceGPxcSMdwa8k7y-DLZxA|Chinese
kNOr6_g6QfBHdhf89j3g5w|Chinese
sinDhwX8Egru_3FCI7bhkw|Chinese
KGD7hsGHd3KpiEGOApZLvQ|Chinese
AR_0QV4O12sHojkky_IMkg|Chinese
h4co9O0SLuvhTtr_Cs9IIQ|Chinese
sgKNAn72O2XMQXS6AWmf9w|Chinese
CgYWuNH0UHd5vp2vGgKflw|Chinese
spJTHaNjEzKwoEiYWR1ggA|Chinese
j9LAlbSiqGlvfAOt8LRRzQ|Chinese
yDS7SUTAe6y3BYKdepIrbg|Chinese
-tIDieZz3ARzGOPAaLHi8A|Chinese
6gE9N5wD4K-bbmSEBm7Lhw|Chinese
56wxE888GknVcUeAXBfqFw|Chinese
Neiw4AB_s7BpLSxyUrSXBQ|Chinese
hyd08lsVkYzCfbbCuzla5Q|Chinese
RLAs8M-IQfAgp551rkFNGg|Chinese
wUKR0A14ZwXfHDLjtiaT_g|Chinese
Q23LvHPuC9ajSbMEt8xoUw|Chinese
f4ZveYR7fuBp_9klL8OgYQ|Chinese
hgCYM-CETMxmNCerr2LrEQ|Chinese
fPW_GBZsnBNsIzK62sCHBg|Chinese
qgPYGl1Nuie2XBF1YqJHSA|Chinese
BEuZGvNlbM4tXq7YICyM6w|Chinese
dSaMEWm0EQTG4TOeUetU5w|Chinese
25KSIumOXSnysnUIGAhNYw|Chinese
rCtsqHtOAOjZ7EUQDFRSbA|Chinese
7OMGEtFWT6sdd9TVuoGqJQ|Chinese
9UkHgv9R3LakP0vNj6DMIg|Chinese
--SoNTeCXFUx56no0OgibQ|Chinese
keZkNTROSC-wFJsXHJdMAA|Chinese
LztkKM-lvRraBbS9TVXzcg|Chinese
9o4y3IqpFDaj8FddJ6oi2A|Chinese
DjLxykRuP8OFtGtPPZpfdQ|Chinese
qusZ-K5tzM1EyOa1IEWCHA|Chinese
TUpKY3rsYnrYHkbuD46bxg|Chinese
C3spvfEd8JQJie-yixRgpQ|Chinese
iKW9zBGWfE9CM6MfK0UtjA|Chinese
er4E7VCjDo0xE_IPu5o6Ig|Chinese
-Q8MYIWoE4EsGQtudIOY0w|Chinese
e-6UcplEErq2Hj14-eiM6Q|Chinese
V2oWqXcoJkgGeIPOaS9eDA|Chinese
50fWXrNECQQYght4ZWeBXQ|Chinese
McU7XI3HoWFELTDaGc1SEw|Chinese
663mJ4CKQQish8_tE-GaOw|Chinese
iUEvASoukxI6vrCYWYyK8g|Chinese
BPZfuPvSxCfoppU4lPFm0Q|Chinese
SaZZ363k55_E61DgDJX6BA|Chinese
3TMP2pncE-0LwoDukbaqlg|Chinese
SMImQM_JfZkIZwflTgOAoQ|Chinese
CpY77cDN1KS5EdiXMmWovw|Chinese
cdoYC58vXUvaTkp3Cl-wnQ|Chinese
owKe1hapqCCLnme2Xr3mrA|Chinese
CesS-E8Q3ztX6VnkXO6wBg|Chinese
jO6NX93q_fYwYTHkqJ57Dg|Chinese
6EArjn_iacj-yGVLTKWuEQ|Chinese
YzyHW3w0HUyaG8EvplNT1A|Chinese
JeCtYANe0eqW8xe1SN3lWg|Chinese
fVbUVAiLiGgLA_nxBFxyww|Chinese
CFIOL_GmkAuJyz3fKc7WYg|Chinese
1Fe4lCiMPNVhoEyjg92frA|Chinese
Nbqzy3ea5_x2zXWkdWlUIQ|Chinese
5sG_S51rleFhCKLgQpXc_g|Chinese
bH6U8bze3zVTUBOPm913NQ|Chinese
YKsHo3V-PkeRQdLYOdG7ZA|Chinese
fVPF1SCGg37D8gRw1UQIuQ|Chinese
rtFGv0F-GBfsS-cViu-3hA|Chinese
gABJfl51T0QXitBlXlVB4g|Chinese
5ccJFGa6crpptt9tW0YKAA|Chinese
0IlPgT9j_85PuLDs8ZqiUw|Chinese
JKnQE46rkZzmHDlX8yyumg|Chinese
MzA6gitJKqfW4VrdS7AiQw|Chinese
ajv_2ROIvyGJ69c9RxV5VQ|Chinese
-P7qAIG1wr_gXW3nzIq5TA|Chinese
6gsxavB8DolodZl-fZX65Q|Chinese
kjItczuC-FQa-nECT9VF8A|Chinese
z28cRtpdfiJfzIp1vkMAwQ|Chinese
UvQr8V1dD_d6yRsMJi04wA|Chinese
kYJbGSjyXocbRrgMV-zExg|Chinese
dL6_XUUr_INX10IOMtSM0w|Chinese
I6XC8dNxUzIcIOEbq3LJsQ|Chinese
KiXm1maUAxSKhBG4KKiKlA|Chinese
lyP-fUrQcszcyFDeRdzGhA|Chinese
_Acmtq5Nnv4Xmqmz914CUg|Chinese
I7z828r-k_shx2JbqL2DeQ|Chinese
lv0qUfiaHPXKO8lfYu6R4g|Chinese
-HIsDolVluV6n5tlfQGB5w|Chinese
kctef59qqlzJNqAc1ZGEvg|Chinese
vdu9-vHCpcZ4wZWzQ0xtGA|Chinese
eIPiRkf6KCo9A9Ok-Nr_ow|Chinese
8SA_ZTKNo6TdD65u8ppRGQ|Chinese
6uPtOyrxXV8y1y8pvLU2pA|Chinese
-4pRolL6EQddbv4iHrIZwQ|Chinese
Qi1AoRNcFEX8etII_RZkFg|Chinese
3DmJv5rHFNyQykaUiXBOvA|Chinese
RrPIJvmje1qb9iaYd6jH0g|Chinese
kN3rkbjvqkY62CDRYUVz4g|Chinese
gVcQC9fcWFB5kyLjFCsx1w|Chinese
FQi7AP2j9UYc1c-VTF00rA|Chinese
iueVEi_vQxdAzdXs-8Fvrg|Chinese
91tQ4ToReVVCA5MTJi9gfw|Chinese
-n5zd4kpmJdqKzvar-5v8g|Chinese
MwtXOkRUndPU-ivbtLD-bQ|Chinese
hjlvKeRTHA5mh1dNX4yM-w|Chinese
FeTHmYg5RJiE23yFIPO7sg|Chinese
za9mYaRVWkwKkQfjRgvU0g|Chinese
_kD3Gy4shZT_RGwkARiffQ|Chinese
1SVf6bO7gWm6HWlupMF15Q|Chinese
zEIt0xaPM9DIS-pc118O6A|Chinese
wfGFM8zvdw9Zs-jxsTdjww|Chinese
HLDKZXsi7TQ0P3rS2wd-UQ|Chinese
PYN67roncq-uYxKWPd7ukQ|Chinese
xBTqo83cgF4TvCjKFjlwqQ|Chinese
l6ZFhrONGp0b80bxnOFiwg|Chinese
3uJ-wOpTZHd4dsIjMbmYgQ|Chinese
8a_ci8y-96SjvdaK3eIoSw|Chinese
zdB4nA0Xpyxhi5oIt6wVng|Chinese
zSq1_OpYbyzJXGLhZCNlRg|Chinese
wyjtGsW5NeVDknGQWnIPAQ|Chinese
OBQ2IKvREm5oW6_uu-v_uw|Chinese
sYK7jLKyfJJhf9fqC77hLA|Chinese
YIwYw_A_LRwK66HBTzogYQ|Chinese
lBFq-P2OGDZy2aPEKgUMfg|Chinese
6OWMji5GiqRlRPZSb1lJ4A|Chinese
DJTvIuXvjoYsypytSD5qJw|Chinese
ru9KtvY8f_b2SKrKwtS3CA|Chinese
WlRZ4JEAVqtemQ5WQhFAFg|Chinese
LcmRObvsi8JkxFCJ_l2_1g|Chinese
PpRcR8PPK3bdLCzAevOosw|Chinese
6HfkOUronrx92x1dMmwFbA|Chinese
vQX7y4Yoknpso033IDATqA|Chinese
QJTLAOMNvhV1_jPfcQ_qPw|Chinese
tltxRKesOFGcnEklx3vqUA|Chinese
D7ubqwghA8NrJPlI5HZcpw|Chinese
s0Klxfd2XRZSrATjzEimBg|Chinese
0WDHtP31HeVY0LP8INiFzQ|Chinese
x_t-FtDa5HVgc-wecp0HBg|Chinese
mL43TXtc0WlFCfhlN0ziHQ|Chinese
O4rYM6YBj90W2u7RhG3Mvg|Chinese
GKZa6xX1ZctdDTLDyfGBHw|Chinese
ZRzSjuR2MA3-2Ay3VTzXXQ|Chinese
InEqFA1IvuSLhvDBXhBR0w|Chinese
Ms6jgxyr0uW_aPbJoz_1Yw|Chinese
inA7o0esW4cBTdR6wZ-I9A|Chinese
_FAh31lob7Dnn4iGiLIwng|Chinese
R8V6kbUtyfPAwNNu46vMvg|Chinese
jfOMJ8y3llPbVJosDybLMw|Chinese
BG0F1eTMikmXnL2C03Oq3A|Chinese
np7wKWwTAhetwpXqsWpFkQ|Chinese
ApjmgPwYXgrb0JurjQZO4w|Chinese
TbbpihlBxYidyE_O65Ajbw|Chinese
6ZZUTGtH25tLN1SiM029ig|Chinese
fnj0NiZpdmtUl7PzITgv3A|Chinese
KfaG5PoTEPpbODHBta9irw|Chinese
ipv4lBvbfVzCnSahqrJckQ|Chinese
i2sHvYTM-vuvqqmgbFZwnQ|Chinese
dv-RaOwKFizDe4c5-sVJ5w|Chinese
RjeW_l8OF99rn5df5-Rj4g|Chinese
m9Q9x-Hcxp24gZCaTTJY-A|Chinese
nZnJ5bNiQn1r4LWgqDeW2Q|Chinese
HnTcWZbZJzNAYO8YseQlSQ|Chinese
EBIjeMlkgU12CyCcUDj-kg|Chinese
yUVcpgecpq1qncpa1x34Hg|Chinese
rHA9M0XOJL6O11xaEiDurA|Chinese
XghOzJn16M-nvaKMOdC5og|Chinese
9ieA0TyApI94wEqqW_r93w|Chinese
OPSCHpuBSthP7UwnMm0GSA|Chinese
B9_TgZa8rgW5oZOtXZUMCw|Chinese
_HnHXaptod3lx2WlKYYNnQ|Chinese
agCuWjaUJ8xBO_PDDQRiGw|Chinese
2SMaAUcbNjW7vSwdg38P2Q|Chinese
HM6cvh5A9LLBeb4Sca6fPA|Chinese
FKjAriOhhGZJSlkqrk8zWg|Chinese
gGF5MvJ1i4D5Uj7aJgY9jw|Chinese
QqrEF8_ZQCGi63cL10J5oA|Chinese
BKABojUN3G9vUrG3AlDZgQ|Chinese
qU3ejLMndurKQTkM01gutg|Chinese
ieXKc6S3WlEiVkyxgaF9Ig|Chinese
QhE50zhSMnQaudpHW1jp7g|Chinese
4fQuriJ0mFzzG6RE1cRV5A|Chinese
4wfFugovobVrqSQ77ppjaQ|Chinese
S7vbop89Qs2v5WqELlp0JA|Chinese
sb1_MyLHzmjV1Jk21pyOIA|Chinese
96D85AGxI37JNnveZbC6CA|Chinese
S-BwjmHOZ--bC4nUR4-cmA|Chinese
quTCBKTDcP2MWRM8jqiAQg|Chinese
IoAUbSudW1Mds5_XY_01Rg|Chinese
9WVVVBcW5AzptksXe1RAQQ|Chinese
4DInnPhOyvXFbYpUdO0SMQ|Chinese
Wezt_3dALzHmfXjHOPG4GQ|Chinese
C69uTzoWFaIWcpnYf2LbRw|Chinese
Ex_qolTE5syJ8so0NscfGw|Chinese
GCcJqfBm3Fq-ccYwit6xcw|Chinese
q1gZLXETOCkRrOESCcjdqw|Chinese
doh4MaWFToZ7f4rbfc3Mxg|Chinese
bfg1MmcnH6DO1dgF_tLxkA|Chinese
EV2grf7NhNHQTmBXfu1-NA|Chinese
fiNNzhD1BRLP8iA1r3m2Cg|Chinese
V8AjkkKkzXnjJfWWeC8ywA|Chinese
rk8V5c1Wr5gVLKOaY0g4VQ|Chinese
Tmc90kL5jelJ2c9CiGzSFA|Chinese
w0KRT7v9_hsVkcRVMsD2Jg|Chinese
6qK0MyhsXYLgMSPWZdleGA|Chinese
JbAdL2vOd-8O_Xa2wRktug|Chinese
0nvJPFqv5VD-Bf2WtzD0rA|Chinese
GDqIF-JMOO-8EM3yKn25_w|Chinese
Jh6wMPv4IK9jUpWMGj4J9g|Chinese
7_Dwf153h3_waVtmfYd8QQ|Chinese
dIipa0PYSjJmKm6OIcqr5Q|Chinese
3W_yj4AVk32FIHnUvkB3sA|Chinese
MM5P9cKlzovYLcf5qf2SwQ|Chinese
zWDiH7KpUhRhv1cPNExMDg|Chinese
PUwrkoUztUYs4VdHlK9qBg|Chinese
XGn1UkkUAGkwRHnegq6Xig|Chinese
AeLz0uoZH3hxmkcXlwUIGg|Chinese
JTFc6V7JLTdiUL3LuH7LiQ|Chinese
2rqb2T5IS2D7A6UB5QwNKw|Chinese
4M-nT45SdA119-lcJg9c9A|Chinese
186fNhLP6ymshr5-CA0Lfg|Chinese
9HwsZNvviqdJYzFICHlDcQ|Chinese
Vs2IM_3Hyhh7FrzagM_9cQ|Chinese
BcOuqkUniZJG5NLpdzeOYQ|Chinese
2VpurA2lb-q90nmALklNcA|Chinese
lDNiL1R3c0WMUI9jocJOzA|Chinese
TAm8Eauo0NQNHpjOAWXo2A|Chinese
Dh2I2jRTXE7oDCfuA9vCoQ|Chinese
c1HgKFOT4Cc7TqWQD5mQBQ|Chinese
jjDsVuD7KbxnYV4jFnyftA|Chinese
LevaZe9HJHteg4nSp-pt2g|Chinese
nJWMWfQvisB_M7ojHLANjA|Chinese
mlm40NxsVJUPnh3LTayaaw|Chinese
tVB11pOiDhPWlt_o6ylMNg|Chinese
ATqzYWJLxhNlaXGjmHGNZQ|Chinese
seGYMEYsw6F_H33Md1E1dA|Chinese
lGLeaVcg7U4tOfJFhVqGng|Chinese
Xb-NlVV5gYKX2Amd_WeWoQ|Chinese
teuwAtlOMQq7pEl1oQtXVg|Chinese
JvkUu0bpYEEPOvZWyBtTUw|Chinese
v5YA6gFdj1jwTpz0Kjpjqw|Chinese
grg_0Zt9WwCmXHPjWu7b-Q|Chinese
9K8VhYvIA26AFMQY8S1soQ|Chinese
q1A9AGyCpmVhlT7ZkGex-g|Chinese
jLhKLKuNPMTzAMJgEY5DsQ|Chinese
fX_E2J6LqK6u77zNa8xyJQ|Chinese
Qd4LleGL1MU7hcBYXcyVSA|Chinese
VoAuIReq_cPUrFwxbWqG_Q|Chinese
c-nOD2qAj9b2LfY_uK6WFA|Chinese
OXTcpNk9ZXuOxPnjpcSs7w|Chinese
orYWYTk6kNK1YODsADk_tg|Chinese
2h_chmCFGHrMmm0qBLMLig|Chinese
U9bU_xY11bu88lYZwnMVfQ|Chinese
V-rY0hlPjAghV14jOlVUiQ|Chinese
T2fE7hGS83Ba-QNCOqbK4A|Chinese
QDApjjZAPxFvvbll86NMTA|Chinese
xnrn6Ibn4T22vTjYX1H1zQ|Chinese
b8a-8u_A51v2IzyjLVsx6w|Chinese
IdZ5DnGnAEXcmz2jZXGFiQ|Chinese
ko7LJxaZfkL8IqSjUC1e9w|Chinese
d6pcRMV1YUDFTKO_p9d-sA|Chinese
KJFosOrLotvQo_rntg0sjA|Chinese
3pOAiE7W7nDEeVFNy_vmfw|Chinese
_4ztTCCumLK79ZJkNqL3ZQ|Chinese
U7N6Jd8Qe7rbYB87pwuAoA|Chinese
b6O3gPP3S0eugOO4tIbxPg|Chinese
YtXl15Nv7TZvV3yIqbZc8A|Chinese
ZpMOiRtDoSjbhiYYTHezMg|Chinese
84zvcPTAVCsSVtzCUtSDtA|Chinese
48bFNXISuqFzkAG3Iak8Gg|Chinese
QlVBFWxQ-HY-O2AmqHiJxA|Chinese
f0CAuvkgAByWo4ceT3u9uw|Chinese
OmCJH9XPC_Zc9S7CWe__Xw|Chinese
RUnj4RTVOSbbHE5zyguhrg|Chinese
ut9ZIbHxcGc9DT6h213XxQ|Chinese
U0SmczzYhahOeRxftjBPSg|Chinese
HuUiXwo2rVKHZDwMeqNfQQ|Chinese
MBQg0-g_iiIEY4hzLiezKg|Chinese
DMD9T2qmLopzy0JjQYtCag|Chinese
m_PhHkyN-630ucF7r2F8EQ|Chinese
KS0aRZlR9j4IwlsFo1_VkQ|Chinese
QW1czVOqwkNet53Km_BIyQ|Chinese
_7rU61c3WTVfPS_-FNup8g|Chinese
FcQA5tV8wlz6jg_UK_s7Hw|Chinese
YjkEjOJ05z4MVDmbrWvWdQ|Chinese
dYm7DXMy1r8kCmKiz1MO8w|Chinese
4OGtGzKP6fvRu7MfQMRSEQ|Chinese
zC5GU4K-IHc25kXf6DVCBg|Chinese
rN347NNwQ0hDSlbedzI9BQ|Chinese
bykNX7DuZc6hxjD07qtnow|Chinese
liGIz8CzhyS1udx1aefjng|Chinese
PRd1P_8glLwB5cNO-hFEcw|Chinese
n-59KQvfQhURg6WBqxXEQw|Chinese
3uJAt1EHG0x9pz_c91AHuQ|Chinese
D65eObUbArHu6UiQsUasgw|Chinese
GIh3jDQHtNPgyZCCTv0f7Q|Chinese
1rjxNwYpg0orCcZi0ku9Nw|Chinese
gpt2U4ecZSCLmgVQPtkzbA|Chinese
GrxbGiLMkl1jd665k1lbIQ|Chinese
_hIxEP_Wd13cjNJ1tcf6KQ|Chinese
s1uT-RIpz6X3dN-n3NeAZA|Chinese
s3I5FZ-4Awiyph58ijD8Xg|Chinese
OCTiJwvjoK81WoDwsTkFvA|Chinese
C6NvtFvXo86_kEWi3qBYWQ|Chinese
liZmIO0FqZwslLJfLDkfgw|Chinese
MmXZLVwWcYugi_TXSHmjeQ|Chinese
bvADKEK_ZebdskpQ59E58Q|Chinese
G2lMrqIfCVZKjw3R6wzPzQ|Chinese
XH2CNWlLU2HXROsT5NkCmA|Chinese
MBlekCP3Jb3DY3uqLSZV6A|Chinese
fNaLjoYBnUfO5LooVNGiZw|Chinese
hmNxdAbt0tiGm8_vPdXCSA|Chinese
xd_8cHyPO8sjIV8JMojHnw|Chinese
sSkLiIMnOBaN-XKwV5r3Cg|Chinese
lmiwPS9tl3cyMDGDeVstqQ|Chinese
fePu8xy0ir_ikZcS_vVSBA|Chinese
3n6i8TwGEIL9KnCCHUyiqA|Chinese
eX1l0ZlqaHbkWz5dOmPt4A|Chinese
ikVDSp8YhAYuy0Lua1hpDA|Chinese
yG-uPSdrj1IXyS1joa-wFw|Chinese
uAggq823dP2HqFUeqpQnNw|Chinese
wdGMVLUzocmnl2tST0lheg|Chinese
DGrFKsyAOotGDJw-JyXsTw|Chinese
G4K-mNlM0oLKo8N--Ne2AA|Chinese
npiIhpcWePbVT3JYEcy3zg|Chinese
nhez4xxvwwYIQEN2Vrj9mQ|Chinese
ezh0BG1qWKKLJa99gb-XzQ|Chinese
KUW8hx5kinOT_XJj3ttCDQ|Chinese
rKeLuHDI3PQZsPSVCEMHtw|Chinese
orlw_H0iQGjy_vtK-ZMvnQ|Chinese
nFqb7D7nng2FKunqlSd6XA|Chinese
8Rx82sRLaWA8FgdUkW_HnA|Chinese
vec8jeVbbSGzVlStl0Xp_Q|Chinese
aq0SXPyy_dpFjcfvTDRxBA|Chinese
hdiuRS9sVZSMReZm4oV5SA|Italian
DoSU8IPq-Py_YV3kYmXPfQ|Italian
OAqsZMbjv66nOMqlimnYuQ|Italian
16ZnHpuaaBt92XWeJHCC5A|Italian
TzVVPWK_4dhdSEpNqZwIhQ|Italian
7cjT33LfYSk7vrRdEaSr4w|Italian
VmdyRRMtUXOWV7F7w0ImwQ|Italian
V3USzFEGhuoXez4G2Rk11A|Italian
8oO6j7AlnAbMSJs9Oj9GIw|Italian
z7H9ApIGopnDnQaglnPTzg|Italian
GjEE8vvjqb7eeHA3BGNxAw|Italian
MOwB9YYd-Ko6nVgSB-ltQw|Italian
Ve6GVzzJpR5QIIPdcn6ViQ|Italian
OCTiJwvjoK81WoDwsTkFvA|Italian
562aZEpTDdYKDe5hWuDyFA|Italian
rpVX-o82EEOX8ZDnM28a_Q|Italian
LXdblKc5g1Dp17xiV-Am1w|Italian
WG639VkTjmK5dzydd1BBJA|Italian
rp8S7scxOkVVeG7dNneMGQ|Italian
JLpEKUYAtzBRQwsUL3RPIA|Italian
