business_id|insertedAtTimestamp|name|address|coordinates|number_of_reviews|rating|zip_code|cuisine
6zM0c7vvoddgza_qvKkATw|2022-07-20 04:04:07.470695|Golden Unicorn|['18 E Broadway', 'New York, NY 10002']|40.7136770496642,-73.997163364418|1921|3.5|10002|Chinese
vQcK7BH6maW9dAZWJOuW3Q|2022-07-20 04:04:07.470710|The Mermaid Inn|['570 Amsterdam Ave', 'New York, NY 10024']|40.7887398925594,-73.9744491607132|1253|4.0|10024|Chinese
UFeM5FPHjl1y8RQ4tvBSog|2022-07-20 04:04:07.470724|Happy Family Chinese Restaurant|['500 W 43rd St', 'Ste 1', 'New York, NY 10036']|40.7601737976074,-73.9955139160156|103|2.5|10036|Chinese
gvAzBcK3YZf6UQqOerqF2w|2022-07-20 04:04:07.470740|New Dragon House Chinese Restaurant|['666 Amsterdam Ave', 'New York, NY 10025']|40.7918190298439,-73.9720649229145|7|3.0|10025|Chinese
FK5RnNOUxxIImPVcAHGM4w|2022-07-20 04:04:07.470755|Great Wall Chinese Restaurant|['4100 Park Ave', 'Weehawken, NJ 07086']|40.7737819079407,-74.0202113841939|25|3.5|07086|Chinese
-FSwYW_xV__5KHTIc56B0Q|2022-07-20 04:04:07.470770|Rice K|['29-21 23rd Ave', 'Astoria, NY 11105']|40.774743,-73.913172|118|3.5|11105|Chinese
bZQryeTD6hIsT6lSUxzSSw|2022-07-20 04:04:07.470784|Hanoi House|['119 Saint Marks Pl', 'New York, NY 10009']|40.727066,-73.983505|628|4.5|10009|Chinese
icZcEK39HXuL2q08i4EkkQ|2022-07-20 04:04:07.470799|Bessou|['5 Bleecker St', 'New York, NY 10012']|40.725502,-73.992675|355|4.0|10012|Chinese
8DV1myPrW7SePZOK46IjLQ|2022-07-20 04:04:07.470812|Lady Chow Kitchen|['171 Hester St', 'New York, NY 10013']|40.71785,-73.9968|30|4.0|10013|Chinese
dVR5KHPMZoU9rQvxhY5Otw|2022-07-20 04:04:07.470826|Thai Terminal|['349 E 12th St', 'New York, NY 10003']|40.73039,-73.98381|602|4.0|10003|Chinese
Ms1p17KsYteDlkvHnllC2g|2022-07-20 04:04:07.470839|Soba Totto|['211 E 43rd St', 'New York, NY 10017']|40.75142035952174,-73.97310626441747|909|4.0|10017|Chinese
klAhw3xLQi9GF1tf_HnS7w|2022-07-20 04:04:07.470853|Izakaya MEW|['53 W 35th St', 'New York, NY 10001']|40.750148,-73.9863203465939|2618|4.0|10001|Chinese
zrV2yUsz1SxymeH51iRBRw|2022-07-20 04:04:07.470867|Chuan Tian Xia 川天下|['5502 7th Ave', 'Brooklyn, NY 11220']|40.6397,-74.009131|244|4.5|11220|Chinese
XDv71A1J3aIOu_W5sVzZ2w|2022-07-20 04:04:07.470882|Shi Miao Dao - East Village|['33 Saint Marks Pl', 'New York, NY 10003']|40.72904,-73.9881|118|4.0|10003|Chinese
FZpm4_fbd6P984foOUejWg|2022-07-20 04:04:07.470896|Jongro BBQ|['22 W 32nd St', 'Fl 2', 'New York, NY 10001']|40.747514,-73.986884|2296|4.0|10001|Chinese
lKxmH-hQ6ezKbq4URKrd-Q|2022-07-20 04:04:07.470910|May Wah Fast Food|['190 Hester St', 'New York, NY 10013']|40.71825,-73.99842|391|4.0|10013|Chinese
nAcVK-Y1_ojsRF_04o-x-A|2022-07-20 04:04:07.470924|Yin Ji Chang Fen Rice Roll|['91 Bayard St', 'New York, NY 10013']|40.71583,-73.999336|323|4.0|10013|Chinese
vsFGj_fQkrTmEoLaXU3DCA|2022-07-20 04:04:07.470937|Happy Family|['500 West 43 St', 'New York, NY 10036']|40.760041,-73.995479|2|2.5|10036|Chinese
ieOIBz6Gfqmwm1B0wUzh9g|2022-07-20 04:04:07.470951|Mama Lee|['213-12 48th Ave', 'Bayside, NY 11364']|40.755368,-73.767415|533|4.5|11364|Chinese
A0saPXtRGKl-SVJGQyQAOw|2022-07-20 04:04:07.470965|Brooklyn Chop House|['150 Nassau St', 'New York, NY 10038']|40.7115099,-74.00597|807|4.0|10038|Chinese
QBhHq4eN7rtFzmDUciVL-Q|2022-07-20 04:04:07.470978|King Wok|['222 Varick St', 'New York, NY 10014']|40.72904,-74.0050399|155|3.5|10014|Chinese
zqyGYIiCXL1Hz8KVZxbylQ|2022-07-20 04:04:07.470992|Hello Saigon|['180 Bleecker St', 'New York, NY 10012']|40.7289399955423,-74.0009501203895|366|4.0|10012|Chinese
IPHolyNKu-W1DPJKxWvKQw|2022-07-20 04:04:07.471006|Inase Restaurant|['1586 1st Ave', 'New York, NY 10028']|40.77452,-73.950729|159|4.0|10028|Chinese
oO_X1H5Lxo8sNykx6azLVQ|2022-07-20 04:04:07.471019|Thai Super|['166 E 118th St', 'Store A & B', 'New York, NY 10035']|40.799358,-73.939726|193|3.5|10035|Chinese
ahWC_GUPWPMyYiSKsgBPiA|2022-07-20 04:04:07.471034|Luke's Lobster Upper West Side|['426 Amsterdam Ave', 'New York, NY 10024']|40.78424,-73.977868|727|4.0|10024|Chinese
X5HmML-G--nt4lc5VQC2uQ|2022-07-20 04:04:07.471048|New Asia|['666 Amsterdam Ave', 'New York, NY 10025']|40.7918192446232,-73.972065076232|54|2.0|10025|Chinese
fbxOVzLvmIB13_5adb1hfQ|2022-07-20 04:04:07.471062|Our New Place|['242 E 79th St', 'New York, NY 10075']|40.77347,-73.95576|10|4.5|10075|Chinese
toqDpg0qMq-TOxJ2n7FbPQ|2022-07-20 04:04:07.471076|Bang Ga Nae|['518 Broad Ave', 'Ridgefield, NJ 07657']|40.8339181186311,-74.0092921257019|18|4.5|07657|Chinese
ZOpnIsm7ihoO1gq2YmGdzw|2022-07-20 04:04:07.471091|Zurutto Ramen & Gyoza Bar|['142 W 72nd St', 'New York, NY 10023']|40.777836,-73.980476|454|4.0|10023|Chinese
nJh1ioLcN6XBQEstR6x9yw|2022-07-20 04:04:07.471104|Dai Hachi Sushi|['46-18 Vernon Blvd', 'Long Island City, NY 11101']|40.74633,-73.95319|242|4.5|11101|Chinese
K0qsGnFv-edPDqVBdLCocQ|2022-07-20 04:04:07.471118|China Garden|['39-20 47th Ave', 'Sunnyside, NY 11104']|40.74166,-73.92577|77|4.0|11104|Chinese
7qvHljqtI4UZEXwpPp3Yug|2022-07-20 04:04:07.471131|Weng's Palace|['304 W 40th St', 'New York, NY 10018']|40.75601,-73.99146|80|2.0|10018|Chinese
kxykwx5qTWBhlMh18MQ82Q|2022-07-20 04:04:07.471145|Luke's Lobster FiDi|['26 S William St', 'New York, NY 10004']|40.7046213003984,-74.0107793876969|1225|4.5|10004|Chinese
BJn68qCExYQrPCT7CeOpzw|2022-07-20 04:04:07.471159|Moon Star Grill|['3519-25 Johnson Ave', 'Riverdale, NY 10463']|40.8861089331436,-73.909908766271|125|4.0|10463|Chinese
gxEYxWqKVhs8xBw9Lvd7hA|2022-07-20 04:04:07.471174|New East Garden Restaurant|['1685 1st Ave', 'New York, NY 10128']|40.77793,-73.94902|62|3.5|10128|Chinese
0GN6l4FAknTFSWZhEan45A|2022-07-20 04:04:07.471188|GunBae Tribeca|['67 Murray St', 'New York, NY 10007']|40.714683,-74.010223|352|4.0|10007|Chinese
LJntAPKObO0OfydYm3_bzQ|2022-07-20 04:04:07.471201|Kings Co Imperial|['168 1/2 Delancey St', 'New York, NY 10002']|40.7180159,-73.9853739|92|4.0|10002|Chinese
VEjkxniAlG35cR3pjHvF-A|2022-07-20 04:04:07.471215|Sagar Chinese - Jackson Heights|['74-19 37th Ave', 'Jackson Heights, NY 11372']|40.7491052,-73.8914956|147|3.0|11372|Chinese
GlZKE1IrwfezpV_ZCvQWZA|2022-07-20 04:04:07.471229|Sushi House 21|['243 Elm St', 'Newark, NJ 07105']|40.72705,-74.16002|144|4.0|07105|Chinese
R7mKCkD9ZZfeec92GW7esQ|2022-07-20 04:04:07.471242|Bangkok 2 Thai|['349 1st Ave', 'New York, NY 10010']|40.7352413982153,-73.9798079431057|214|4.0|10010|Chinese
V2P3CWfUW_olSywlOlHGjQ|2022-07-20 04:04:07.471257|Asian Fusion|['7827 Bergenline Ave', 'North Bergen, NJ 07047']|40.80165,-74.00705|135|4.5|07047|Chinese
tLg1gQ1tqYCT-5gGsOwHfA|2022-07-20 04:04:07.471270|Hannah Fun Chinese Restaurant|['6619 Bergenline Ave', 'West New York, NJ 07093']|40.79401,-74.01282|15|4.5|07093|Chinese
Aeiyyowii5GBL9Y-SjTxvg|2022-07-20 04:04:07.471309|Xin Lin Chinese Restaurant|['4507 Park Ave', 'Ste A', 'Union City, NJ 07087']|40.77735,-74.0187399|24|4.0|07087|Chinese
c869kkUkjPM5nSGeJqVosg|2022-07-20 04:04:09.128720|Ooki Sushi|['1575 3rd Ave', 'New York, NY 10128']|40.78029,-73.95254|282|3.5|10128|Chinese
t7BIiUN0tFg33kySuuQ0aQ|2022-07-20 04:04:09.128766|Masa|['10 Columbus Cir', 'Fl 4', 'Time Warner Center', 'New York, NY 10019']|40.7685297553528,-73.98304619784298|377|4.0|10019|Chinese
wGFSTTB6b4MHJJUzBnVJeg|2022-07-20 04:04:09.128785|Top Thai Greenwich|['235 Sullivan St', 'New York, NY 10012']|40.729771,-73.999392|1733|4.5|10012|Chinese
XjeGryxde-tQZF_Ewu7NCw|2022-07-20 04:04:09.128801|Gamja Tang Tang|['408 Main St', 'Fort Lee, NJ 07024']|40.85362690593198,-73.97489940149883|239|4.0|07024|Chinese
9b_FvTUgkkUUMyL0nGhFtg|2022-07-20 04:04:09.128816|Three Roosters|['792 9th Ave', 'New York, NY 10019']|40.764957,-73.987485|171|4.5|10019|Chinese
Sqp7ukA0qpGcqWbDgMSOCA|2022-07-20 04:04:09.128831|Radiance Noodle Bar|['805 3rd Avenue - Atrium', 'New York, NY 10022']|40.755573,-73.970648|20|3.0|10022|Chinese
jXL7zCeuhZnQVei5rfq7qw|2022-07-20 04:04:09.128844|The Braised Shop|['241 E 10th St', 'New York, NY 10003']|40.7289533,-73.9845|101|4.0|10003|Chinese
2f0EWTvp3YDtGNKEEXKKhA|2022-07-20 04:04:09.128858|Naruto Ramen|['1596 3rd Ave', 'New York, NY 10128']|40.781223,-73.952636|1006|3.5|10128|Chinese
fa5a7jksUak7yleWLWMigg|2022-07-20 04:04:09.128872|Joe’s Steam Rice Roll|['261 Canal St', 'New York, NY 10013']|40.7190194496717,-74.0008207038045|403|4.0|10013|Chinese
h3yz3w8ke1jIaGnqGln93A|2022-07-20 04:04:09.128888|Sun Wah Restaurant|['3016 36th Ave', 'Astoria, NY 11106']|40.756608,-73.930066|49|3.5|11106|Chinese
IregrqaJgF9jEghC5yljFw|2022-07-20 04:04:09.128902|New Dynasty Chinese Restaurant|['393 8th Ave', 'New York, NY 10001']|40.749512,-73.995766|33|3.0|10001|Chinese
5TnBfeoBpxPPwIXMGBMasg|2022-07-20 04:04:09.128916|New Double Dragon|['37 1st Ave', 'New York, NY 10003']|40.7242,-73.98801|105|4.0|10003|Chinese
xymropCDcEvCYGKC0AKe-w|2022-07-20 04:04:09.128929|Fob Brooklyn|['271 Smith St', 'Brooklyn, NY 11231']|40.6826583,-73.9930755|282|4.0|11231|Chinese
MXYtu8-0eNkW6L4firJfcw|2022-07-20 04:04:09.128942|Chinatown Restaurant|['1650 3rd Ave', 'New York, NY 10128']|40.78286,-73.95126|276|3.0|10128|Chinese
0FOE_TW-91b9wN661lZMyQ|2022-07-20 04:04:09.128955|mokbar|['75 9th Ave', 'New York, NY 10011']|40.74222,-74.005913|600|3.5|10011|Chinese
Mzt7J53rOihwxIt41SH7vg|2022-07-20 04:04:09.128969|E.A.K. RAMEN West Village|['469 6th Ave', 'New York, NY 10011']|40.73568,-73.99837|350|4.0|10011|Chinese
PLHPKk7wDlKDNyA1qowV4w|2022-07-20 04:04:09.128982|Zhongzhong Noodles - Bronx|['657 E 189th St', 'The Bronx, NY 10458']|40.85658,-73.88415|40|4.5|10458|Chinese
PRQyJoum--REZ-yeEidyBg|2022-07-20 04:04:09.128996|Soba Noodle Azuma|['246 Main St', 'Fort Lee, NJ 07024']|40.85172,-73.97219|383|4.5|07024|Chinese
DdoubmNfPNRi9xNmcQ64ug|2022-07-20 04:04:09.129009|Tsurutontan Udon Noodle Brasserie - Midtown|['64 W 48th St', 'New York, NY 10036']|40.75830659999292,-73.98080074109362|609|3.5|10036|Chinese
2AFr9Q5cfWh_lkj2ChykDg|2022-07-20 04:04:09.129024|Chef Chan Resturant|['238 Paterson Ave', 'East Rutherford, NJ 07073']|40.83361543715,-74.0973772108555|61|4.0|07073|Chinese
MM5i395oQHBP-9XtJrsO3A|2022-07-20 04:04:09.129039|Tokyo Hibachi Asian Cuisine & Buffet|['700 Plaza Dr', 'Secaucus, NJ 07094']|40.7862203603794,-74.0456456185952|313|2.5|07094|Chinese
TxaxeiUqQqcFrWrerNqgXw|2022-07-20 04:04:09.129054|No 1 Chinese Restaurant|['265 1st Ave', 'New York, NY 10003']|40.732437,-73.982139|50|2.5|10003|Chinese
mTWlEiCUEBlxBAkIikkB1A|2022-07-20 04:04:09.129067|Carmine's Italian Restaurant - Upper West Side|['2450 Broadway', 'New York, NY 10024']|40.791077,-73.973763|1604|4.0|10024|Chinese
WpfuHkTsiRN2EerQ8ZaG4g|2022-07-20 04:04:09.129081|Saigon Cafe|['188 Newark Ave', 'Jersey City, NJ 07302']|40.72164,-74.04574|384|4.0|07302|Chinese
VbUy299ch56p4GYZTNDbvA|2022-07-20 04:04:09.129094|New Wonjo Restaurant|['23 W 32nd St', 'New York, NY 10001']|40.74788,-73.98665|1427|3.5|10001|Chinese
DiNkdAL8ns1v3S3WfUGVwA|2022-07-20 04:04:09.129107|Green Garden|['1202 Washington St', 'Hoboken, NJ 07030']|40.7513478,-74.0268307|54|3.5|07030|Chinese
WgQkB7cbPNgj0pLin7gQtw|2022-07-20 04:04:09.129121|La Nueva Victoria|['2536 Broadway', 'New York, NY 10025']|40.79372,-73.971954|108|3.5|10025|Chinese
741IMLpXPq755tDaEYXAtA|2022-07-20 04:04:09.129134|Joe's Steam Rice Roll 石磨腸粉王|['136-21 Roosevelt Ave', 'Flushing, NY 11354']|40.76012,-73.82941|811|4.5|11354|Chinese
wsMThqit2caUREhOMCOyAQ|2022-07-20 04:04:09.129149|Thanh Huong Restaurant|['533 West Side Ave', 'Jersey City, NJ 07304']|40.71919,-74.08307|150|4.0|07304|Chinese
L2ZW-MdvRJ3gM2RIq8STbA|2022-07-20 04:04:09.129163|Thai72|['128 W 72nd St', 'New York, NY 10023']|40.77763,-73.98003|323|4.0|10023|Chinese
E1HXa-a-j7LCDMXb3QLBHQ|2022-07-20 04:04:09.129176|Mr Z Dim  Sum|['313 6th Ave', 'New York, NY 10014']|40.731,-74.00198|11|4.5|10014|Chinese
_WsfOuvObbp1tH4cBE-jNw|2022-07-20 04:04:09.129189|Chart House|['1700 Harbor Blvd', 'Weehawken, NJ 07086']|40.7607,-74.018038|1705|4.0|07086|Chinese
F89nDDlYZ7wbRe8EpLCqBw|2022-07-20 04:04:09.129203|Avra Estiatorio|['141 E 48th St', 'New York, NY 10017']|40.755048569901554,-73.97243859999999|957|4.0|10017|Chinese
D6ZEcG1FCZ18nekMWrhgMg|2022-07-20 04:04:09.129217|Wokuni|['327 Lexington Ave', 'New York, NY 10016']|40.7492189,-73.9773529|323|4.0|10016|Chinese
00mykkev3tKCjTsKV60yOA|2022-07-20 04:04:09.129230|Sushi of Gari 46|['347 W 46th St', 'New York, NY 10036']|40.76072,-73.98957|702|4.0|10036|Chinese
56rTisZA_iEekMsyZHvSHQ|2022-07-20 04:04:09.129244|MomenTea Kitchen|['213 W 40th St', 'New York, NY 10018']|40.7551628731681,-73.9885599911213|89|4.0|10018|Chinese
icpLRhJ1jpBX1zBGkt7Xqg|2022-07-20 04:04:09.129257|Teppen Ramen|['159 E 55th St', 'New York, NY 10022']|40.75929,-73.96879|524|4.5|10022|Chinese
DijUyfUGs6WoN4dp0_OANQ|2022-07-20 04:04:09.129270|Strip House - Downtown|['13 E 12th St', 'New York, NY 10003']|40.73445,-73.99337|1049|4.0|10003|Chinese
9rSBlX-8OuAQblXHiekViA|2022-07-20 04:04:09.129283|Abace Sushi|['695 9th Ave', 'New York, NY 10036']|40.76215,-73.99015|62|2.5|10036|Chinese
Yj3pRPnIG05AjRfGP0Afjg|2022-07-20 04:04:09.129296|Mei Chung Mei Restaurant|['157 W 231st St', 'Bronx, NY 10463']|40.8784523010254,-73.902961730957|26|4.0|10463|Chinese
S9DvhHSe9V7cJaLQ5m5SjA|2022-07-20 04:04:09.129310|Good Health Cafe|['1435 1st Ave', 'New York, NY 10021']|40.76948,-73.95499|311|4.0|10021|Chinese
_XLLSXPIjgoZQtwU3RCcQA|2022-07-20 04:04:09.129324|Hunan Delight|['752 Union St', 'Brooklyn, NY 11215']|40.6755282563532,-73.9780712127686|334|4.0|11215|Chinese
AybQUv47u16bwg83kqNf5w|2022-07-20 04:04:09.129338|Wan Wan|['209 Mulberry St', 'New York, NY 10012']|40.7218,-73.99643|20|4.5|10012|Chinese
7lhmzhkct9-blnuBAp_HVQ|2022-07-20 04:04:09.129351|Five Stars Thai Cuisine|['324 29th St', 'Union City, NJ 07087']|40.770244549496475,-74.0288150168948|437|4.0|07087|Chinese
c06A8F4Z3hP5tJ2VetxCjA|2022-07-20 04:04:09.129365|Hahm Ji Bach|['40-11 149th Pl', 'Flushing, NY 11354']|40.763106,-73.814917|1252|4.0|11354|Chinese
_Ge2eC89Z-jlaDDWglfT8g|2022-07-20 04:04:09.129378|Pa Pa Thai Cuisine|['1069 1st Ave', 'New York, NY 10022']|40.7593778206059,-73.9624154842934|268|4.5|10022|Chinese
DKXE-uRW-T3SvCsAEyvmqw|2022-07-20 04:04:09.129392|Panda Harlem|['2331 12th Ave', 'New York, NY 10027']|40.82005,-73.95861|37|3.5|10027|Chinese
6LfskUyZzmcDSV6h5kOwGw|2022-07-20 04:04:09.129405|Peking Duck House|['28 Mott St', 'Ste A', 'New York, NY 10013']|40.71461,-73.99871|933|3.5|10013|Chinese
zpAfUYY5mghj9I5Lt-4MwA|2022-07-20 04:04:09.129443|Chef Pho & Peking Roast Duck|['858 8th Ave', 'New York, NY 10019']|40.76314,-73.98512|154|2.5|10019|Chinese
bAMTBEztHz4zQqYiIyzf4w|2022-07-20 04:04:09.129460|ChongQing Lao Zao|['37-04 Prince St', 'Flushing, NY 11354']|40.76065,-73.83304|199|4.0|11354|Chinese
O3yWGOlEtI-nILSQdzglcw|2022-07-20 04:04:10.927710|Emperor Seafood Restaurant 帝皇御宴|['136-59 37th Ave 2/F', 'Flushing, NY 11354']|40.76234355275425,-73.8288636830734|47|3.5|11354|Chinese
98SsKXNs37ohAQERZbBPJg|2022-07-20 04:04:10.927763|King Food Chen|['489 Amsterdam Ave', 'New York, NY 10024']|40.7860382020165,-73.9760234963299|75|3.0|10024|Chinese
X1upzQ1oDfU9Jb378kUkRA|2022-07-20 04:04:10.927782|Fish Village|['2007 127th St', '3 Fl', 'College Point, NY 11356']|40.781505,-73.8408955|106|3.5|11356|Chinese
j6nn4UtRCYbaeQ267dTCug|2022-07-20 04:04:10.927798|Kim Tong|['1722 Amsterdam Ave', 'New York, NY 10031']|40.82557,-73.94777|28|2.5|10031|Chinese
majyHtjuTaFZKYpMNCLe_Q|2022-07-20 04:04:10.927813|Golden House Restaurant|['334 Union Ave', 'Rutherford, NJ 07070']|40.83666,-74.11401|32|4.5|07070|Chinese
y8JSKjpWeQg8vzm5wovOwQ|2022-07-20 04:04:10.927827|The Bund|['100-30 Queens Blvd', 'Forest Hills, NY 11375']|40.7264404960967,-73.8532474276788|295|3.5|11375|Chinese
XoxEVVf5Ci8nibQ-Q4P0nQ|2022-07-20 04:04:10.927842|Chinese Musician Restaurant|['151 Greenpoint Ave', 'Brooklyn, NY 11222']|40.73042,-73.9537321|145|3.0|11222|Chinese
ldE6TJ4lo1OIg0eCig3ICg|2022-07-20 04:04:10.927857|BONMi|['150 W 62nd St', 'New York, NY 10023']|40.7715683,-73.9849167|176|3.0|10023|Chinese
bT4CDzyhV-frXV6ijvXnvw|2022-07-20 04:04:10.927871|Super Taste|['26 Eldridge St', 'New York, NY 10002']|40.715117,-73.9933339|645|4.0|10002|Chinese
ebhDBwRzD--eoiYcO8M18g|2022-07-20 04:04:10.927885|Pho Thai Lao Kitchen|['219 Maywood Ave', 'Maywood, NJ 07607']|40.8956216750601,-74.0658308645348|338|4.0|07607|Chinese
wSGZA3DOFSUvALZRKCM_Sw|2022-07-20 04:04:10.927900|Tanoshi Sushi Sake Bar|['1372 York Ave', 'New York, NY 10021']|40.767568,-73.952815|768|4.5|10021|Chinese
gl9UKHI6G-JhIBjjLFOhYA|2022-07-20 04:04:10.927914|High Lúa Vietnamese Kitchen|['182 S 2nd St', 'Brooklyn, NY 11211']|40.71258,-73.96045|245|4.5|11211|Chinese
mQQxpyEegblKERyeuxrb5Q|2022-07-20 04:04:10.927929|Vanessa's Dumpling House|['452 Amsterdam Ave', 'New York, NY 10024']|40.785005,-73.977188|89|3.5|10024|Chinese
W2Dj_3C2ySoXgg1SaGVj6g|2022-07-20 04:04:10.927943|Nippon Cha|['39-34 Bell Blvd', 'Bayside, NY 11361']|40.76432,-73.77167|983|4.0|11361|Chinese
Q99VEcN9r1Qqmvnm5I03tw|2022-07-20 04:04:10.927957|WAU|['434 Amsterdam Ave', 'New York, NY 10024']|40.78448,-73.97776|111|4.0|10024|Chinese
NIGYFezOj_F_M5GskaN-2Q|2022-07-20 04:04:10.927970|Tipsy Shanghai|['342 7th Ave', 'New York, NY 10001']|40.74811,-73.99306|18|3.5|10001|Chinese
3Qpi419I29t3sCHMzC_h-g|2022-07-20 04:04:10.927984|Harvest Chinese & Thai Cuisine|['1502 1st Ave', 'New York, NY 10075']|40.7718201,-73.9526672|105|3.5|10075|Chinese
qd5JBbRv6iFBuqaCkCEOvQ|2022-07-20 04:04:10.927998|Rong Hang Restaurant|['38 Eldridge St', 'New York, NY 10002']|40.71572,-73.99311|5|2.5|10002|Chinese
8ceGPxcSMdwa8k7y-DLZxA|2022-07-20 04:04:10.928012|Sweet Yummy House|['83-13 Broadway', 'Elmhurst, NY 11373']|40.74095,-73.87938|77|3.5|11373|Chinese
kNOr6_g6QfBHdhf89j3g5w|2022-07-20 04:04:10.928026|Taiwan Pork Chop House|['3 Doyers St', 'New York, NY 10013']|40.71429,-73.99798|537|4.0|10013|Chinese
sinDhwX8Egru_3FCI7bhkw|2022-07-20 04:04:10.928040|Laut|['15 E 17th St', 'New York, NY 10003']|40.73756,-73.9911|1390|3.5|10003|Chinese
KGD7hsGHd3KpiEGOApZLvQ|2022-07-20 04:04:10.928053|Mikaku Sushi|['85 Kenmare St', 'New York, NY 10012']|40.72136,-73.99675|164|3.5|10012|Chinese
AR_0QV4O12sHojkky_IMkg|2022-07-20 04:04:10.928067|Canal Street Market|['265 Canal St', 'New York, NY 10013']|40.71897,-74.00102|205|4.0|10013|Chinese
h4co9O0SLuvhTtr_Cs9IIQ|2022-07-20 04:04:10.928080|New Kam Lai|['708 Amsterdam Ave', 'New York, NY 10025']|40.7988096,-73.96714639885978|49|3.5|10025|Chinese
sgKNAn72O2XMQXS6AWmf9w|2022-07-20 04:04:10.928094|Food King Kitchen|['185 Newark Ave', 'Jersey City, NJ 07302']|40.72117,-74.04568|102|4.0|07302|Chinese
CgYWuNH0UHd5vp2vGgKflw|2022-07-20 04:04:10.928108|Wagamama - Murray Hill|['605 3rd Ave', 'New York, NY 10158']|40.74909,-73.9754|414|4.0|10158|Chinese
spJTHaNjEzKwoEiYWR1ggA|2022-07-20 04:04:10.928122|Ping's Seafood|['22 Mott St', 'New York, NY 10013']|40.714442,-73.998636|733|3.5|10013|Chinese
j9LAlbSiqGlvfAOt8LRRzQ|2022-07-20 04:04:10.928135|New Kam Lai|['514 Amsterdam Ave', 'New York, NY 10024']|40.78701,-73.975899|60|2.5|10024|Chinese
yDS7SUTAe6y3BYKdepIrbg|2022-07-20 04:04:10.928149|Szechaun Mirchi|['633 Anderson Ave', 'Cliffside Park, NJ 07010']|40.8258285522461,-73.9878692626953|200|3.5|07010|Chinese
-tIDieZz3ARzGOPAaLHi8A|2022-07-20 04:04:10.928164|Kungfu Crab|['209 Paterson Ave', 'Wallington, NJ 07057']|40.848788,-74.112605|151|4.5|07057|Chinese
6gE9N5wD4K-bbmSEBm7Lhw|2022-07-20 04:04:10.928178|Kong Kee|['212 Grand St', 'New York, NY 10002']|40.719047,-73.996139|61|4.0|10002|Chinese
56wxE888GknVcUeAXBfqFw|2022-07-20 04:04:10.928192|Shanghai Lee|['157 Franklin St', 'Brooklyn, NY 11222']|40.7318,-73.9582099|133|3.0|11222|Chinese
Neiw4AB_s7BpLSxyUrSXBQ|2022-07-20 04:04:10.928206|Sushi & Noodles|['274 Troutman St', 'Brooklyn, NY 11237']|40.70347,-73.92577|167|4.0|11237|Chinese
hyd08lsVkYzCfbbCuzla5Q|2022-07-20 04:04:10.928219|Golden House|['6305 Park Ave', 'West New York, NJ 07093']|40.78862,-74.00681|9|4.0|07093|Chinese
RLAs8M-IQfAgp551rkFNGg|2022-07-20 04:04:10.928233|Tasty Fusion|['33 Ridge Rd', 'Lyndhurst, NJ 07071']|40.81505,-74.11424|133|4.0|07071|Chinese
wUKR0A14ZwXfHDLjtiaT_g|2022-07-20 04:04:10.928246|Kaya Asian Fusion Bar|['334 N Main St', 'Lodi, NJ 07644']|40.884836,-74.082217|142|4.5|07644|Chinese
Q23LvHPuC9ajSbMEt8xoUw|2022-07-20 04:04:10.928260|Lucky Cat|['232 E 53rd St', 'New York, NY 10022']|40.7570162692229,-73.9681779883895|388|4.0|10022|Chinese
f4ZveYR7fuBp_9klL8OgYQ|2022-07-20 04:04:10.928275|Little Thai Kitchen|['231 E 53rd St', 'New York, NY 10022']|40.757359,-73.968025|386|3.5|10022|Chinese
hgCYM-CETMxmNCerr2LrEQ|2022-07-20 04:04:10.928289|China Wok|['63 Ave D', 'New York, NY 10009']|40.72216,-73.97747|13|2.0|10009|Chinese
fPW_GBZsnBNsIzK62sCHBg|2022-07-20 04:04:10.928302|Xi'an Famous Foods|['45 Bayard St', 'New York, NY 10013']|40.715082,-73.997342|1138|4.0|10013|Chinese
qgPYGl1Nuie2XBF1YqJHSA|2022-07-20 04:04:10.928315|The Market|['372 Lafayette Ave', 'Clinton Hill, NY 11238']|40.6887759766071,-73.9604237030468|140|4.0|11238|Chinese
BEuZGvNlbM4tXq7YICyM6w|2022-07-20 04:04:10.928330|LuAnne's Wild Ginger All-Asian Vegan|['380 Broome St', 'New York, NY 10013']|40.7204631,-73.9964956|676|4.0|10013|Chinese
dSaMEWm0EQTG4TOeUetU5w|2022-07-20 04:04:10.928344|Jian Bing Man|['11 W 32nd St', 'Booth 3', 'New York, NY 10001']|40.74761,-73.98631|173|3.0|10001|Chinese
25KSIumOXSnysnUIGAhNYw|2022-07-20 04:04:10.928358|Fuji Hibachi|['321 W 42nd St', 'New York, NY 10036']|40.7579059,-73.99069|354|3.5|10036|Chinese
rCtsqHtOAOjZ7EUQDFRSbA|2022-07-20 04:04:10.928372|Pinto Garden|['117 W 10th St', 'New York, NY 10011']|40.734882,-73.9994844|368|4.0|10011|Chinese
7OMGEtFWT6sdd9TVuoGqJQ|2022-07-20 04:04:10.928385|Okonomi|['150 Ainslie St', 'Brooklyn, NY 11211']|40.712622,-73.9487843|480|4.5|11211|Chinese
9UkHgv9R3LakP0vNj6DMIg|2022-07-20 04:04:10.928399|Charm Kao|['193 Schermerhorn St', 'Brooklyn, NY 11201']|40.6892229764259,-73.9863216751898|78|4.5|11201|Chinese
